frame_dir,total_frames,img_shape,original_shape,label,keypoint_shape,has_keypoint_score
v_HeadMassage_g17_c05,257,"(256, 340)","(256, 340)",8,"(4, 257, 17, 2)",True
v_HeadMassage_g17_c06,271,"(256, 340)","(256, 340)",8,"(4, 271, 17, 2)",True
v_HeadMassage_g17_c07,258,"(256, 340)","(256, 340)",8,"(5, 258, 17, 2)",True
v_HeadMassage_g18_c01,242,"(256, 340)","(256, 340)",8,"(8, 242, 17, 2)",True
v_HeadMassage_g18_c02,149,"(256, 340)","(256, 340)",8,"(5, 149, 17, 2)",True
v_HeadMassage_g18_c03,171,"(256, 340)","(256, 340)",8,"(5, 171, 17, 2)",True
v_HeadMassage_g18_c04,259,"(256, 340)","(256, 340)",8,"(6, 259, 17, 2)",True
v_HeadMassage_g18_c05,251,"(256, 340)","(256, 340)",8,"(4, 251, 17, 2)",True
v_HeadMassage_g18_c06,119,"(256, 340)","(256, 340)",8,"(6, 119, 17, 2)",True
v_HeadMassage_g18_c07,285,"(256, 340)","(256, 340)",8,"(5, 285, 17, 2)",True
v_HeadMassage_g19_c01,148,"(256, 340)","(256, 340)",8,"(3, 148, 17, 2)",True
v_HeadMassage_g19_c02,98,"(256, 340)","(256, 340)",8,"(3, 98, 17, 2)",True
v_HeadMassage_g19_c03,154,"(256, 340)","(256, 340)",8,"(4, 154, 17, 2)",True
v_HeadMassage_g19_c04,120,"(256, 340)","(256, 340)",8,"(3, 120, 17, 2)",True
v_HeadMassage_g19_c05,132,"(256, 340)","(256, 340)",8,"(4, 132, 17, 2)",True
v_HeadMassage_g20_c01,148,"(256, 340)","(256, 340)",8,"(3, 148, 17, 2)",True
v_HeadMassage_g20_c02,130,"(256, 340)","(256, 340)",8,"(2, 130, 17, 2)",True
v_HeadMassage_g20_c03,126,"(256, 340)","(256, 340)",8,"(3, 126, 17, 2)",True
v_HeadMassage_g20_c04,128,"(256, 340)","(256, 340)",8,"(2, 128, 17, 2)",True
v_HeadMassage_g20_c05,105,"(256, 340)","(256, 340)",8,"(2, 105, 17, 2)",True
v_HeadMassage_g21_c01,108,"(256, 340)","(256, 340)",8,"(6, 108, 17, 2)",True
v_HeadMassage_g21_c02,114,"(256, 340)","(256, 340)",8,"(5, 114, 17, 2)",True
v_HeadMassage_g21_c03,130,"(256, 340)","(256, 340)",8,"(4, 130, 17, 2)",True
v_HeadMassage_g21_c04,113,"(256, 340)","(256, 340)",8,"(4, 113, 17, 2)",True
v_HeadMassage_g21_c05,134,"(256, 340)","(256, 340)",8,"(5, 134, 17, 2)",True
v_HeadMassage_g21_c06,148,"(256, 340)","(256, 340)",8,"(5, 148, 17, 2)",True
v_HeadMassage_g22_c01,213,"(256, 340)","(256, 340)",8,"(6, 213, 17, 2)",True
v_HeadMassage_g22_c02,134,"(256, 340)","(256, 340)",8,"(6, 134, 17, 2)",True
v_HeadMassage_g22_c03,148,"(256, 340)","(256, 340)",8,"(7, 148, 17, 2)",True
v_HeadMassage_g22_c04,156,"(256, 340)","(256, 340)",8,"(7, 156, 17, 2)",True
v_HeadMassage_g22_c05,182,"(256, 340)","(256, 340)",8,"(7, 182, 17, 2)",True
v_HeadMassage_g22_c06,172,"(256, 340)","(256, 340)",8,"(7, 172, 17, 2)",True
v_HeadMassage_g22_c07,189,"(256, 340)","(256, 340)",8,"(7, 189, 17, 2)",True
v_HeadMassage_g23_c01,370,"(256, 340)","(256, 340)",8,"(3, 370, 17, 2)",True
v_HeadMassage_g23_c02,230,"(256, 340)","(256, 340)",8,"(3, 230, 17, 2)",True
v_HeadMassage_g23_c03,181,"(256, 340)","(256, 340)",8,"(3, 181, 17, 2)",True
v_HeadMassage_g23_c04,148,"(256, 340)","(256, 340)",8,"(3, 148, 17, 2)",True
v_HeadMassage_g23_c05,273,"(256, 340)","(256, 340)",8,"(3, 273, 17, 2)",True
v_HeadMassage_g23_c06,222,"(256, 340)","(256, 340)",8,"(2, 222, 17, 2)",True
v_HeadMassage_g23_c07,254,"(256, 340)","(256, 340)",8,"(3, 254, 17, 2)",True
v_HeadMassage_g24_c01,105,"(256, 340)","(256, 340)",8,"(3, 105, 17, 2)",True
v_HeadMassage_g24_c02,117,"(256, 340)","(256, 340)",8,"(4, 117, 17, 2)",True
v_HeadMassage_g24_c03,118,"(256, 340)","(256, 340)",8,"(5, 118, 17, 2)",True
v_HeadMassage_g24_c04,133,"(256, 340)","(256, 340)",8,"(4, 133, 17, 2)",True
v_HeadMassage_g25_c01,123,"(256, 340)","(256, 340)",8,"(4, 123, 17, 2)",True
v_HeadMassage_g25_c02,99,"(256, 340)","(256, 340)",8,"(2, 99, 17, 2)",True
v_HeadMassage_g25_c03,135,"(256, 340)","(256, 340)",8,"(2, 135, 17, 2)",True
v_HeadMassage_g25_c04,159,"(256, 340)","(256, 340)",8,"(2, 159, 17, 2)",True
v_HeadMassage_g25_c05,157,"(256, 340)","(256, 340)",8,"(2, 157, 17, 2)",True
v_HeadMassage_g25_c06,155,"(256, 340)","(256, 340)",8,"(2, 155, 17, 2)",True
v_HeadMassage_g25_c07,88,"(256, 340)","(256, 340)",8,"(3, 88, 17, 2)",True
v_Nunchucks_g08_c01,254,"(256, 340)","(256, 340)",7,"(2, 254, 17, 2)",True
v_Nunchucks_g08_c02,246,"(256, 340)","(256, 340)",7,"(2, 246, 17, 2)",True
v_Nunchucks_g08_c03,249,"(256, 340)","(256, 340)",7,"(3, 249, 17, 2)",True
v_Nunchucks_g08_c04,252,"(256, 340)","(256, 340)",7,"(3, 252, 17, 2)",True
v_Nunchucks_g08_c05,249,"(256, 340)","(256, 340)",7,"(3, 249, 17, 2)",True
v_Nunchucks_g08_c06,257,"(256, 340)","(256, 340)",7,"(2, 257, 17, 2)",True
v_Nunchucks_g08_c07,246,"(256, 340)","(256, 340)",7,"(3, 246, 17, 2)",True
v_Nunchucks_g09_c01,285,"(256, 340)","(256, 340)",7,"(1, 285, 17, 2)",True
v_Nunchucks_g09_c02,275,"(256, 340)","(256, 340)",7,"(1, 275, 17, 2)",True
v_Nunchucks_g09_c03,145,"(256, 340)","(256, 340)",7,"(1, 145, 17, 2)",True
v_Nunchucks_g09_c04,156,"(256, 340)","(256, 340)",7,"(1, 156, 17, 2)",True
v_Nunchucks_g09_c05,137,"(256, 340)","(256, 340)",7,"(2, 137, 17, 2)",True
v_Nunchucks_g10_c01,175,"(256, 340)","(256, 340)",7,"(3, 175, 17, 2)",True
v_Nunchucks_g10_c02,161,"(256, 340)","(256, 340)",7,"(3, 161, 17, 2)",True
v_Nunchucks_g10_c03,171,"(256, 340)","(256, 340)",7,"(2, 171, 17, 2)",True
v_Nunchucks_g10_c04,172,"(256, 340)","(256, 340)",7,"(2, 172, 17, 2)",True
v_Nunchucks_g10_c05,161,"(256, 340)","(256, 340)",7,"(2, 161, 17, 2)",True
v_Nunchucks_g10_c06,165,"(256, 340)","(256, 340)",7,"(2, 165, 17, 2)",True
v_Nunchucks_g11_c01,204,"(256, 340)","(256, 340)",7,"(15, 204, 17, 2)",True
v_Nunchucks_g11_c02,194,"(256, 340)","(256, 340)",7,"(16, 194, 17, 2)",True
v_Nunchucks_g11_c03,155,"(256, 340)","(256, 340)",7,"(14, 155, 17, 2)",True
v_Nunchucks_g11_c04,210,"(256, 340)","(256, 340)",7,"(17, 210, 17, 2)",True
v_Nunchucks_g11_c05,152,"(256, 340)","(256, 340)",7,"(15, 152, 17, 2)",True
v_Nunchucks_g11_c06,290,"(256, 340)","(256, 340)",7,"(15, 290, 17, 2)",True
v_Nunchucks_g12_c01,175,"(256, 340)","(256, 340)",7,"(3, 175, 17, 2)",True
v_Nunchucks_g12_c02,169,"(256, 340)","(256, 340)",7,"(3, 169, 17, 2)",True
v_Nunchucks_g12_c03,176,"(256, 340)","(256, 340)",7,"(3, 176, 17, 2)",True
v_Nunchucks_g12_c04,162,"(256, 340)","(256, 340)",7,"(2, 162, 17, 2)",True
v_Nunchucks_g12_c05,151,"(256, 340)","(256, 340)",7,"(2, 151, 17, 2)",True
v_Nunchucks_g13_c01,285,"(256, 340)","(256, 340)",7,"(1, 285, 17, 2)",True
v_Nunchucks_g13_c02,305,"(256, 340)","(256, 340)",7,"(2, 305, 17, 2)",True
v_Nunchucks_g13_c03,320,"(256, 340)","(256, 340)",7,"(2, 320, 17, 2)",True
v_Nunchucks_g13_c04,322,"(256, 340)","(256, 340)",7,"(1, 322, 17, 2)",True
v_Nunchucks_g13_c05,295,"(256, 340)","(256, 340)",7,"(1, 295, 17, 2)",True
v_Nunchucks_g13_c06,277,"(256, 340)","(256, 340)",7,"(2, 277, 17, 2)",True
v_Nunchucks_g13_c07,307,"(256, 340)","(256, 340)",7,"(2, 307, 17, 2)",True
v_Nunchucks_g14_c01,301,"(256, 340)","(256, 340)",7,"(2, 301, 17, 2)",True
v_Nunchucks_g14_c02,239,"(256, 340)","(256, 340)",7,"(2, 239, 17, 2)",True
v_Nunchucks_g14_c03,307,"(256, 340)","(256, 340)",7,"(3, 307, 17, 2)",True
v_Nunchucks_g14_c04,328,"(256, 340)","(256, 340)",7,"(2, 328, 17, 2)",True
v_Nunchucks_g15_c01,248,"(256, 340)","(256, 340)",7,"(1, 248, 17, 2)",True
v_Nunchucks_g15_c02,257,"(256, 340)","(256, 340)",7,"(1, 257, 17, 2)",True
v_Nunchucks_g15_c03,301,"(256, 340)","(256, 340)",7,"(1, 301, 17, 2)",True
v_Nunchucks_g15_c04,283,"(256, 340)","(256, 340)",7,"(1, 283, 17, 2)",True
v_Nunchucks_g15_c05,276,"(256, 340)","(256, 340)",7,"(1, 276, 17, 2)",True
v_Nunchucks_g15_c06,319,"(256, 340)","(256, 340)",7,"(1, 319, 17, 2)",True
v_Nunchucks_g16_c01,175,"(256, 340)","(256, 340)",7,"(2, 175, 17, 2)",True
v_Nunchucks_g16_c02,166,"(256, 340)","(256, 340)",7,"(2, 166, 17, 2)",True
v_Nunchucks_g16_c03,166,"(256, 340)","(256, 340)",7,"(2, 166, 17, 2)",True
v_Nunchucks_g16_c04,183,"(256, 340)","(256, 340)",7,"(2, 183, 17, 2)",True
v_Nunchucks_g17_c01,239,"(256, 340)","(256, 340)",7,"(2, 239, 17, 2)",True
v_Nunchucks_g17_c02,260,"(256, 340)","(256, 340)",7,"(2, 260, 17, 2)",True
v_Nunchucks_g17_c03,252,"(256, 340)","(256, 340)",7,"(3, 252, 17, 2)",True
v_Nunchucks_g17_c04,260,"(256, 340)","(256, 340)",7,"(3, 260, 17, 2)",True
v_Nunchucks_g17_c05,302,"(256, 340)","(256, 340)",7,"(2, 302, 17, 2)",True
v_Nunchucks_g17_c06,274,"(256, 340)","(256, 340)",7,"(2, 274, 17, 2)",True
v_Nunchucks_g17_c07,301,"(256, 340)","(256, 340)",7,"(2, 301, 17, 2)",True
v_Nunchucks_g18_c01,279,"(256, 340)","(256, 340)",7,"(2, 279, 17, 2)",True
v_Nunchucks_g18_c02,271,"(256, 340)","(256, 340)",7,"(2, 271, 17, 2)",True
v_Nunchucks_g18_c03,238,"(256, 340)","(256, 340)",7,"(2, 238, 17, 2)",True
v_Nunchucks_g18_c04,254,"(256, 340)","(256, 340)",7,"(2, 254, 17, 2)",True
v_Nunchucks_g18_c05,229,"(256, 340)","(256, 340)",7,"(2, 229, 17, 2)",True
v_Nunchucks_g18_c06,254,"(256, 340)","(256, 340)",7,"(2, 254, 17, 2)",True
v_Nunchucks_g19_c01,196,"(256, 340)","(256, 340)",7,"(4, 196, 17, 2)",True
v_Nunchucks_g19_c02,200,"(256, 340)","(256, 340)",7,"(5, 200, 17, 2)",True
v_Nunchucks_g19_c03,294,"(256, 340)","(256, 340)",7,"(7, 294, 17, 2)",True
v_Nunchucks_g19_c04,297,"(256, 340)","(256, 340)",7,"(8, 297, 17, 2)",True
v_Nunchucks_g20_c01,170,"(256, 340)","(256, 340)",7,"(2, 170, 17, 2)",True
v_Nunchucks_g20_c02,177,"(256, 340)","(256, 340)",7,"(2, 177, 17, 2)",True
v_Nunchucks_g20_c03,271,"(256, 340)","(256, 340)",7,"(2, 271, 17, 2)",True
v_Nunchucks_g20_c04,285,"(256, 340)","(256, 340)",7,"(2, 285, 17, 2)",True
v_Nunchucks_g21_c01,168,"(256, 340)","(256, 340)",7,"(2, 168, 17, 2)",True
v_Nunchucks_g21_c02,167,"(256, 340)","(256, 340)",7,"(2, 167, 17, 2)",True
v_Nunchucks_g21_c03,173,"(256, 340)","(256, 340)",7,"(2, 173, 17, 2)",True
v_Nunchucks_g21_c04,186,"(256, 340)","(256, 340)",7,"(1, 186, 17, 2)",True
v_Nunchucks_g21_c05,198,"(256, 340)","(256, 340)",7,"(2, 198, 17, 2)",True
v_Nunchucks_g21_c06,183,"(256, 340)","(256, 340)",7,"(2, 183, 17, 2)",True
v_Nunchucks_g22_c01,144,"(256, 340)","(256, 340)",7,"(3, 144, 17, 2)",True
v_Nunchucks_g22_c02,144,"(256, 340)","(256, 340)",7,"(2, 144, 17, 2)",True
v_Nunchucks_g22_c03,170,"(256, 340)","(256, 340)",7,"(1, 170, 17, 2)",True
v_Nunchucks_g22_c04,156,"(256, 340)","(256, 340)",7,"(1, 156, 17, 2)",True
v_Nunchucks_g23_c01,207,"(256, 340)","(256, 340)",7,"(2, 207, 17, 2)",True
v_Nunchucks_g23_c02,254,"(256, 340)","(256, 340)",7,"(2, 254, 17, 2)",True
v_Nunchucks_g23_c03,240,"(256, 340)","(256, 340)",7,"(3, 240, 17, 2)",True
v_Nunchucks_g23_c04,244,"(256, 340)","(256, 340)",7,"(2, 244, 17, 2)",True
v_Nunchucks_g23_c05,241,"(256, 340)","(256, 340)",7,"(3, 241, 17, 2)",True
v_Nunchucks_g24_c01,209,"(256, 340)","(256, 340)",7,"(2, 209, 17, 2)",True
v_Nunchucks_g24_c02,205,"(256, 340)","(256, 340)",7,"(2, 205, 17, 2)",True
v_Nunchucks_g24_c03,199,"(256, 340)","(256, 340)",7,"(2, 199, 17, 2)",True
v_Nunchucks_g24_c04,209,"(256, 340)","(256, 340)",7,"(1, 209, 17, 2)",True
v_Nunchucks_g24_c05,212,"(256, 340)","(256, 340)",7,"(2, 212, 17, 2)",True
v_Nunchucks_g25_c01,189,"(256, 340)","(256, 340)",7,"(3, 189, 17, 2)",True
v_Nunchucks_g25_c02,185,"(256, 340)","(256, 340)",7,"(2, 185, 17, 2)",True
v_Nunchucks_g25_c03,197,"(256, 340)","(256, 340)",7,"(2, 197, 17, 2)",True
v_Nunchucks_g25_c04,191,"(256, 340)","(256, 340)",7,"(2, 191, 17, 2)",True
v_Nunchucks_g25_c05,210,"(256, 340)","(256, 340)",7,"(3, 210, 17, 2)",True
v_Nunchucks_g25_c06,185,"(256, 340)","(256, 340)",7,"(2, 185, 17, 2)",True
v_PlayingDaf_g08_c01,267,"(256, 340)","(256, 340)",3,"(5, 267, 17, 2)",True
v_PlayingDaf_g08_c02,298,"(256, 340)","(256, 340)",3,"(4, 298, 17, 2)",True
v_PlayingDaf_g08_c03,303,"(256, 340)","(256, 340)",3,"(4, 303, 17, 2)",True
v_PlayingDaf_g08_c04,321,"(256, 340)","(256, 340)",3,"(4, 321, 17, 2)",True
v_PlayingDaf_g08_c05,357,"(256, 340)","(256, 340)",3,"(4, 357, 17, 2)",True
v_PlayingDaf_g08_c06,353,"(256, 340)","(256, 340)",3,"(4, 353, 17, 2)",True
v_PlayingDaf_g08_c07,335,"(256, 340)","(256, 340)",3,"(3, 335, 17, 2)",True
v_PlayingDaf_g09_c01,366,"(256, 340)","(256, 340)",3,"(2, 366, 17, 2)",True
v_PlayingDaf_g09_c02,311,"(256, 340)","(256, 340)",3,"(2, 311, 17, 2)",True
v_PlayingDaf_g09_c03,366,"(256, 340)","(256, 340)",3,"(3, 366, 17, 2)",True
v_PlayingDaf_g09_c04,337,"(256, 340)","(256, 340)",3,"(2, 337, 17, 2)",True
v_PlayingDaf_g09_c05,343,"(256, 340)","(256, 340)",3,"(2, 343, 17, 2)",True
v_PlayingDaf_g10_c01,256,"(256, 340)","(256, 340)",3,"(2, 256, 17, 2)",True
v_PlayingDaf_g10_c02,251,"(256, 340)","(256, 340)",3,"(3, 251, 17, 2)",True
v_PlayingDaf_g10_c03,289,"(256, 340)","(256, 340)",3,"(3, 289, 17, 2)",True
v_PlayingDaf_g10_c04,256,"(256, 340)","(256, 340)",3,"(2, 256, 17, 2)",True
v_PlayingDaf_g10_c05,260,"(256, 340)","(256, 340)",3,"(2, 260, 17, 2)",True
v_PlayingDaf_g10_c06,227,"(256, 340)","(256, 340)",3,"(2, 227, 17, 2)",True
v_PlayingDaf_g10_c07,198,"(256, 340)","(256, 340)",3,"(2, 198, 17, 2)",True
v_PlayingDaf_g11_c01,271,"(256, 340)","(256, 340)",3,"(2, 271, 17, 2)",True
v_PlayingDaf_g11_c02,254,"(256, 340)","(256, 340)",3,"(2, 254, 17, 2)",True
v_PlayingDaf_g11_c03,270,"(256, 340)","(256, 340)",3,"(2, 270, 17, 2)",True
v_PlayingDaf_g11_c04,257,"(256, 340)","(256, 340)",3,"(2, 257, 17, 2)",True
v_PlayingDaf_g11_c05,231,"(256, 340)","(256, 340)",3,"(2, 231, 17, 2)",True
v_PlayingDaf_g11_c06,291,"(256, 340)","(256, 340)",3,"(2, 291, 17, 2)",True
v_PlayingDaf_g12_c01,260,"(256, 340)","(256, 340)",3,"(3, 260, 17, 2)",True
v_PlayingDaf_g12_c02,283,"(256, 340)","(256, 340)",3,"(3, 283, 17, 2)",True
v_PlayingDaf_g12_c03,284,"(256, 340)","(256, 340)",3,"(3, 284, 17, 2)",True
v_PlayingDaf_g12_c04,272,"(256, 340)","(256, 340)",3,"(2, 272, 17, 2)",True
v_PlayingDaf_g12_c05,284,"(256, 340)","(256, 340)",3,"(4, 284, 17, 2)",True
v_PlayingDaf_g13_c01,256,"(256, 340)","(256, 340)",3,"(2, 256, 17, 2)",True
v_PlayingDaf_g13_c02,212,"(256, 340)","(256, 340)",3,"(2, 212, 17, 2)",True
v_PlayingDaf_g13_c03,264,"(256, 340)","(256, 340)",3,"(3, 264, 17, 2)",True
v_PlayingDaf_g13_c04,157,"(256, 340)","(256, 340)",3,"(2, 157, 17, 2)",True
v_PlayingDaf_g14_c01,218,"(256, 340)","(256, 340)",3,"(3, 218, 17, 2)",True
v_PlayingDaf_g14_c02,243,"(256, 340)","(256, 340)",3,"(3, 243, 17, 2)",True
v_PlayingDaf_g14_c03,255,"(256, 340)","(256, 340)",3,"(3, 255, 17, 2)",True
v_PlayingDaf_g14_c04,296,"(256, 340)","(256, 340)",3,"(3, 296, 17, 2)",True
v_PlayingDaf_g14_c05,299,"(256, 340)","(256, 340)",3,"(3, 299, 17, 2)",True
v_PlayingDaf_g14_c06,292,"(256, 340)","(256, 340)",3,"(3, 292, 17, 2)",True
v_PlayingDaf_g14_c07,309,"(256, 340)","(256, 340)",3,"(3, 309, 17, 2)",True
v_PlayingDaf_g15_c01,291,"(256, 340)","(256, 340)",3,"(2, 291, 17, 2)",True
v_PlayingDaf_g15_c02,341,"(256, 340)","(256, 340)",3,"(2, 341, 17, 2)",True
v_PlayingDaf_g15_c03,364,"(256, 340)","(256, 340)",3,"(2, 364, 17, 2)",True
v_PlayingDaf_g15_c04,336,"(256, 340)","(256, 340)",3,"(2, 336, 17, 2)",True
v_PlayingDaf_g15_c05,384,"(256, 340)","(256, 340)",3,"(2, 384, 17, 2)",True
v_PlayingDaf_g15_c06,405,"(256, 340)","(256, 340)",3,"(2, 405, 17, 2)",True
v_PlayingDaf_g15_c07,435,"(256, 340)","(256, 340)",3,"(2, 435, 17, 2)",True
v_PlayingDaf_g16_c01,264,"(256, 340)","(256, 340)",3,"(2, 264, 17, 2)",True
v_PlayingDaf_g16_c02,260,"(256, 340)","(256, 340)",3,"(3, 260, 17, 2)",True
v_PlayingDaf_g16_c03,282,"(256, 340)","(256, 340)",3,"(3, 282, 17, 2)",True
v_PlayingDaf_g16_c04,300,"(256, 340)","(256, 340)",3,"(2, 300, 17, 2)",True
v_PlayingDaf_g16_c05,229,"(256, 340)","(256, 340)",3,"(2, 229, 17, 2)",True
v_PlayingDaf_g16_c06,145,"(256, 340)","(256, 340)",3,"(2, 145, 17, 2)",True
v_PlayingDaf_g17_c01,261,"(256, 340)","(256, 340)",3,"(2, 261, 17, 2)",True
v_PlayingDaf_g17_c02,252,"(256, 340)","(256, 340)",3,"(4, 252, 17, 2)",True
v_PlayingDaf_g17_c03,274,"(256, 340)","(256, 340)",3,"(3, 274, 17, 2)",True
v_PlayingDaf_g17_c04,170,"(256, 340)","(256, 340)",3,"(3, 170, 17, 2)",True
v_PlayingDaf_g18_c01,238,"(256, 340)","(256, 340)",3,"(2, 238, 17, 2)",True
v_PlayingDaf_g18_c02,250,"(256, 340)","(256, 340)",3,"(3, 250, 17, 2)",True
v_PlayingDaf_g18_c03,276,"(256, 340)","(256, 340)",3,"(3, 276, 17, 2)",True
v_PlayingDaf_g18_c04,209,"(256, 340)","(256, 340)",3,"(3, 209, 17, 2)",True
v_PlayingDaf_g18_c05,232,"(256, 340)","(256, 340)",3,"(3, 232, 17, 2)",True
v_PlayingDaf_g18_c06,242,"(256, 340)","(256, 340)",3,"(3, 242, 17, 2)",True
v_PlayingDaf_g18_c07,245,"(256, 340)","(256, 340)",3,"(3, 245, 17, 2)",True
v_PlayingDaf_g19_c01,307,"(256, 340)","(256, 340)",3,"(3, 307, 17, 2)",True
v_PlayingDaf_g19_c02,361,"(256, 340)","(256, 340)",3,"(3, 361, 17, 2)",True
v_PlayingDaf_g19_c03,365,"(256, 340)","(256, 340)",3,"(2, 365, 17, 2)",True
v_PlayingDaf_g19_c04,349,"(256, 340)","(256, 340)",3,"(2, 349, 17, 2)",True
v_PlayingDaf_g19_c05,348,"(256, 340)","(256, 340)",3,"(3, 348, 17, 2)",True
v_PlayingDaf_g19_c06,372,"(256, 340)","(256, 340)",3,"(3, 372, 17, 2)",True
v_PlayingDaf_g19_c07,387,"(256, 340)","(256, 340)",3,"(3, 387, 17, 2)",True
v_PlayingDaf_g20_c01,372,"(256, 340)","(256, 340)",3,"(2, 372, 17, 2)",True
v_PlayingDaf_g20_c02,378,"(256, 340)","(256, 340)",3,"(2, 378, 17, 2)",True
v_PlayingDaf_g20_c03,361,"(256, 340)","(256, 340)",3,"(2, 361, 17, 2)",True
v_PlayingDaf_g20_c04,381,"(256, 340)","(256, 340)",3,"(2, 381, 17, 2)",True
v_PlayingDaf_g20_c05,403,"(256, 340)","(256, 340)",3,"(3, 403, 17, 2)",True
v_PlayingDaf_g20_c06,350,"(256, 340)","(256, 340)",3,"(2, 350, 17, 2)",True
v_PlayingDaf_g20_c07,395,"(256, 340)","(256, 340)",3,"(2, 395, 17, 2)",True
v_PlayingDaf_g21_c01,249,"(256, 340)","(256, 340)",3,"(3, 249, 17, 2)",True
v_PlayingDaf_g21_c02,239,"(256, 340)","(256, 340)",3,"(2, 239, 17, 2)",True
v_PlayingDaf_g21_c03,262,"(256, 340)","(256, 340)",3,"(2, 262, 17, 2)",True
v_PlayingDaf_g21_c04,275,"(256, 340)","(256, 340)",3,"(2, 275, 17, 2)",True
v_PlayingDaf_g21_c05,267,"(256, 340)","(256, 340)",3,"(2, 267, 17, 2)",True
v_PlayingDaf_g21_c06,267,"(256, 340)","(256, 340)",3,"(2, 267, 17, 2)",True
v_PlayingDaf_g21_c07,148,"(256, 340)","(256, 340)",3,"(3, 148, 17, 2)",True
v_PlayingDaf_g22_c01,294,"(256, 340)","(256, 340)",3,"(2, 294, 17, 2)",True
v_PlayingDaf_g22_c02,358,"(256, 340)","(256, 340)",3,"(2, 358, 17, 2)",True
v_PlayingDaf_g22_c03,380,"(256, 340)","(256, 340)",3,"(2, 380, 17, 2)",True
v_PlayingDaf_g22_c04,383,"(256, 340)","(256, 340)",3,"(2, 383, 17, 2)",True
v_PlayingDaf_g22_c05,390,"(256, 340)","(256, 340)",3,"(2, 390, 17, 2)",True
v_PlayingDaf_g22_c06,370,"(256, 340)","(256, 340)",3,"(2, 370, 17, 2)",True
v_PlayingDaf_g22_c07,390,"(256, 340)","(256, 340)",3,"(2, 390, 17, 2)",True
v_PlayingDaf_g23_c01,234,"(256, 340)","(256, 340)",3,"(2, 234, 17, 2)",True
v_PlayingDaf_g23_c02,244,"(256, 340)","(256, 340)",3,"(3, 244, 17, 2)",True
v_PlayingDaf_g23_c03,282,"(256, 340)","(256, 340)",3,"(2, 282, 17, 2)",True
v_PlayingDaf_g23_c04,264,"(256, 340)","(256, 340)",3,"(3, 264, 17, 2)",True
v_PlayingDaf_g23_c05,200,"(256, 340)","(256, 340)",3,"(2, 200, 17, 2)",True
v_PlayingDaf_g23_c06,232,"(256, 340)","(256, 340)",3,"(3, 232, 17, 2)",True
v_PlayingDaf_g24_c01,279,"(256, 340)","(256, 340)",3,"(2, 279, 17, 2)",True
v_PlayingDaf_g24_c02,299,"(256, 340)","(256, 340)",3,"(3, 299, 17, 2)",True
v_PlayingDaf_g24_c03,329,"(256, 340)","(256, 340)",3,"(2, 329, 17, 2)",True
v_PlayingDaf_g24_c04,238,"(256, 340)","(256, 340)",3,"(2, 238, 17, 2)",True
v_PlayingDaf_g25_c01,255,"(256, 340)","(256, 340)",3,"(2, 255, 17, 2)",True
v_PlayingDaf_g25_c02,252,"(256, 340)","(256, 340)",3,"(3, 252, 17, 2)",True
v_PlayingDaf_g25_c03,269,"(256, 340)","(256, 340)",3,"(2, 269, 17, 2)",True
v_PlayingDaf_g25_c04,283,"(256, 340)","(256, 340)",3,"(3, 283, 17, 2)",True
v_PlayingDaf_g25_c05,257,"(256, 340)","(256, 340)",3,"(2, 257, 17, 2)",True
v_PlayingDaf_g25_c06,251,"(256, 340)","(256, 340)",3,"(2, 251, 17, 2)",True
v_PlayingDaf_g25_c07,261,"(256, 340)","(256, 340)",3,"(2, 261, 17, 2)",True
v_Swing_g08_c01,159,"(256, 340)","(256, 340)",5,"(5, 159, 17, 2)",True
v_Swing_g08_c02,159,"(256, 340)","(256, 340)",5,"(5, 159, 17, 2)",True
v_Swing_g08_c03,159,"(256, 340)","(256, 340)",5,"(4, 159, 17, 2)",True
v_Swing_g08_c04,159,"(256, 340)","(256, 340)",5,"(7, 159, 17, 2)",True
v_Swing_g08_c05,168,"(256, 340)","(256, 340)",5,"(4, 168, 17, 2)",True
v_Swing_g09_c01,125,"(256, 340)","(256, 340)",5,"(4, 125, 17, 2)",True
v_Swing_g09_c02,125,"(256, 340)","(256, 340)",5,"(4, 125, 17, 2)",True
v_Swing_g09_c03,125,"(256, 340)","(256, 340)",5,"(5, 125, 17, 2)",True
v_Swing_g09_c04,125,"(256, 340)","(256, 340)",5,"(4, 125, 17, 2)",True
v_Swing_g09_c05,150,"(256, 340)","(256, 340)",5,"(4, 150, 17, 2)",True
v_Swing_g09_c06,139,"(256, 340)","(256, 340)",5,"(4, 139, 17, 2)",True
v_Swing_g10_c01,244,"(256, 340)","(256, 340)",5,"(1, 244, 17, 2)",True
v_Swing_g10_c02,250,"(256, 340)","(256, 340)",5,"(1, 250, 17, 2)",True
v_Swing_g10_c03,250,"(256, 340)","(256, 340)",5,"(1, 250, 17, 2)",True
v_Swing_g10_c04,230,"(256, 340)","(256, 340)",5,"(5, 230, 17, 2)",True
v_Swing_g11_c01,125,"(256, 340)","(256, 340)",5,"(4, 125, 17, 2)",True
v_Swing_g11_c02,125,"(256, 340)","(256, 340)",5,"(4, 125, 17, 2)",True
v_Swing_g11_c03,125,"(256, 340)","(256, 340)",5,"(4, 125, 17, 2)",True
v_Swing_g11_c04,125,"(256, 340)","(256, 340)",5,"(4, 125, 17, 2)",True
v_Swing_g11_c05,150,"(256, 340)","(256, 340)",5,"(5, 150, 17, 2)",True
